OrderId,Address,CustomerId,CustomerName,DateFilled,DatePlaced,InvoiceNumber,PaymentStatus,Status,Term
472,"5276 Whitehall Drive, Stoke-on-Trent WA AS23",112,Hector Alonso,2017-01-23 18:30:11,2017-01-23 18:26:40,1463,1,1,2
473,"5276 Whitehall Drive, Stoke-on-Trent WA AS23",112,Hector Alonso,2017-01-23 18:30:11,2017-01-23 18:28:25,1469,0,1,2
474,"5276 Whitehall Drive, Stoke-on-Trent WA AS23",112,Hector Alonso,2017-01-23 18:30:11,2017-01-23 18:29:59,1470,0,1,0
475,"5276 Whitehall Drive, Stoke-on-Trent WA AS23",112,Hector Alonso,2017-01-23 18:30:11,2017-01-23 18:27:01,1467,0,1,2
476,"5276 Whitehall Drive, Stoke-on-Trent WA AS23",112,Hector Alonso,2017-01-23 18:30:11,2017-01-23 18:29:55,1466,1,1,1
477,"5276 Whitehall Drive, Stoke-on-Trent WA AS23",112,Hector Alonso,2017-01-23 18:30:11,2017-01-23 18:27:21,1464,1,1,2
478,"5276 Whitehall Drive, Stoke-on-Trent WA AS23",112,Hector Alonso,2017-01-23 18:30:11,2017-01-23 18:29:31,1468,1,1,0
479,"5276 Whitehall Drive, Stoke-on-Trent WA AS23",112,Hector Alonso,2017-01-23 18:30:11,2017-01-23 18:27:25,1465,1,1,0
480,"5276 Whitehall Drive, Stoke-on-Trent WA AS23",112,Hector Alonso,2017-01-23 18:30:11,2017-01-23 18:29:00,1462,1,1,1
481,"6820 Krueger Drive, San Gabriel WA 91776",120,Sarah Williams,2017-01-23 18:30:06,2017-01-23 18:27:49,1432,0,1,0
482,"6820 Krueger Drive, San Gabriel WA 91776",120,Sarah Williams,2017-01-23 18:30:06,2017-01-23 18:29:18,1435,1,1,1
483,"6820 Krueger Drive, San Gabriel WA 91776",120,Sarah Williams,2017-01-23 18:30:06,2017-01-23 18:28:25,1433,1,1,2
484,"5000 Bryce Dr., Westminster WA V3L 1H4",119,Miguel Coleman,2017-01-23 18:30:07,2017-01-23 18:27:59,1438,1,1,1
485,"5000 Bryce Dr., Westminster WA V3L 1H4",119,Miguel Coleman,2017-01-23 18:30:07,2017-01-23 18:29:06,1437,0,1,0
486,"52, rue Malar, Saint Germain en Laye WA 78100",118,Sylvia Spencer,2017-01-23 18:30:07,2017-01-23 18:29:48,1439,0,1,1
487,"52, rue Malar, Saint Germain en Laye WA 78100",118,Sylvia Spencer,2017-01-23 18:30:07,2017-01-23 18:26:53,1443,1,1,2
488,"52, rue Malar, Saint Germain en Laye WA 78100",118,Sylvia Spencer,2017-01-23 18:30:07,2017-01-23 18:27:19,1440,0,1,0
489,"52, rue Malar, Saint Germain en Laye WA 78100",118,Sylvia Spencer,2017-01-23 18:30:07,2017-01-23 18:26:50,1442,0,1,1
490,"7805 Peabody Road, Lavender Bay WA 2060",117,Jerome Alonso,2017-01-23 18:30:08,2017-01-23 18:27:42,1444,0,1,1
491,"658 Pecan Street, Stoke-on-Trent WA AS23",116,Alvin Wang,2017-01-23 18:30:08,2017-01-23 18:26:41,1448,1,1,1
492,"658 Pecan Street, Stoke-on-Trent WA AS23",116,Alvin Wang,2017-01-23 18:30:08,2017-01-23 18:26:59,1447,1,1,2
493,"658 Pecan Street, Stoke-on-Trent WA AS23",116,Alvin Wang,2017-01-23 18:30:08,2017-01-23 18:27:09,1446,0,1,1
494,"658 Pecan Street, Stoke-on-Trent WA AS23",116,Alvin Wang,2017-01-23 18:30:08,2017-01-23 18:26:42,1445,0,1,1
495,"658 Pecan Street, Stoke-on-Trent WA AS23",116,Alvin Wang,2017-01-23 18:30:08,2017-01-23 18:27:50,1449,1,1,1
496,"52, rue Malar, Saint Germain en Laye WA 78100",118,Sylvia Spencer,2017-01-23 18:30:07,2017-01-23 18:27:51,1441,1,1,1
497,"6820 Krueger Drive, San Gabriel WA 91776",120,Sarah Williams,2017-01-23 18:30:06,2017-01-23 18:27:30,1436,0,1,0
498,"8396 Ruth Drive, London WA SW8 1XD",111,Johnny Lal,2017-01-23 18:30:12,2017-01-23 18:28:10,1473,0,1,0
499,"8396 Ruth Drive, London WA SW8 1XD",111,Johnny Lal,2017-01-23 18:30:12,2017-01-23 18:30:09,1474,0,1,2
500,"4208 Seal Way, Peterborough WA PB12",107,Melody Gomez,2017-01-23 18:30:15,2017-01-23 18:28:09,1493,0,1,0
501,"8895 Margo Dr., Kirkland WA 98033",105,Julia Bryant,2017-01-23 18:30:17,2017-01-23 18:30:07,1505,0,1,0
502,"8895 Margo Dr., Kirkland WA 98033",105,Julia Bryant,2017-01-23 18:30:17,2017-01-23 18:28:26,1509,0,1,2
503,"8895 Margo Dr., Kirkland WA 98033",105,Julia Bryant,2017-01-23 18:30:17,2017-01-23 18:28:09,1503,0,1,2
504,"8895 Margo Dr., Kirkland WA 98033",105,Julia Bryant,2017-01-23 18:30:17,2017-01-23 18:27:55,1504,0,1,1
505,"8895 Margo Dr., Kirkland WA 98033",105,Julia Bryant,2017-01-23 18:30:17,2017-01-23 18:28:42,1506,0,1,0
506,"8895 Margo Dr., Kirkland WA 98033",105,Julia Bryant,2017-01-23 18:30:17,2017-01-23 18:27:32,1508,0,1,1
507,"8895 Margo Dr., Kirkland WA 98033",105,Julia Bryant,2017-01-23 18:30:17,2017-01-23 18:28:02,1510,0,1,1
508,"8396 Ruth Drive, London WA SW8 1XD",111,Johnny Lal,2017-01-23 18:30:12,2017-01-23 18:28:41,1477,0,1,0
509,"8396 Ruth Drive, London WA SW8 1XD",111,Johnny Lal,2017-01-23 18:30:12,2017-01-23 18:30:09,1476,1,1,1
510,"8396 Ruth Drive, London WA SW8 1XD",111,Johnny Lal,2017-01-23 18:30:12,2017-01-23 18:28:32,1475,1,1,0
511,"8396 Ruth Drive, London WA SW8 1XD",111,Johnny Lal,2017-01-23 18:30:12,2017-01-23 18:28:58,1471,0,1,2
512,"8396 Ruth Drive, London WA SW8 1XD",111,Johnny Lal,2017-01-23 18:30:12,2017-01-23 18:26:38,1472,0,1,0
513,"3965 Morengo Ct, Bury WA PE17",123,Marie Vance,2017-01-23 18:30:14,2017-01-23 18:27:02,1485,0,1,2
514,"3965 Morengo Ct, Bury WA PE17",123,Marie Vance,2017-01-23 18:30:14,2017-01-23 18:29:19,1487,1,1,2
515,"3965 Morengo Ct, Bury WA PE17",123,Marie Vance,2017-01-23 18:30:14,2017-01-23 18:28:32,1486,1,1,1
516,"3965 Morengo Ct, Bury WA PE17",123,Marie Vance,2017-01-23 18:30:14,2017-01-23 18:29:58,1489,0,1,0
517,"3965 Morengo Ct, Bury WA PE17",123,Marie Vance,2017-01-23 18:30:14,2017-01-23 18:29:15,1488,1,1,2
518,"4569 La Salle Ct., Puyallup WA 98371",33,Logan Bryant,2017-01-23 18:31:22,2017-01-23 18:30:27,1906,0,1,2
519,"4569 La Salle Ct., Puyallup WA 98371",33,Logan Bryant,2017-01-23 18:31:23,2017-01-23 18:29:34,1910,1,1,0
520,"4569 La Salle Ct., Puyallup WA 98371",33,Logan Bryant,2017-01-23 18:31:23,2017-01-23 18:29:38,1908,0,1,1
521,"2707 Virgil Street, Goulburn WA 2580",135,Arthur Sanz,2017-01-23 18:32:44,2017-01-23 18:31:39,2344,0,1,2
522,"2707 Virgil Street, Goulburn WA 2580",135,Arthur Sanz,2017-01-23 18:32:43,2017-01-23 18:30:26,2340,0,1,1
523,"2707 Virgil Street, Goulburn WA 2580",135,Arthur Sanz,2017-01-23 18:32:44,2017-01-23 18:31:31,2343,1,1,0
524,"2707 Virgil Street, Goulburn WA 2580",135,Arthur Sanz,2017-01-23 18:32:43,2017-01-23 18:32:23,2339,0,1,0
525,"2707 Virgil Street, Goulburn WA 2580",135,Arthur Sanz,2017-01-23 18:32:44,2017-01-23 18:29:48,2341,0,1,0
526,"2707 Virgil Street, Goulburn WA 2580",135,Arthur Sanz,2017-01-23 18:32:44,2017-01-23 18:30:41,2342,0,1,0
527,"3420 Weber Bryan Pl., York WA YO15",143,Brent Sun,2017-01-23 18:32:38,2017-01-23 18:30:09,2310,0,1,0
528,"3420 Weber Bryan Pl., York WA YO15",143,Brent Sun,2017-01-23 18:32:38,2017-01-23 18:32:11,2311,0,1,0
529,"3420 Weber Bryan Pl., York WA YO15",143,Brent Sun,2017-01-23 18:32:37,2017-01-23 18:32:19,2309,0,1,1
530,"9070 Muir Road, Vancouver WA V7L 4J4",141,Gabriel Flores,2017-01-23 18:32:39,2017-01-23 18:31:06,2315,0,1,0
531,"9070 Muir Road, Vancouver WA V7L 4J4",141,Gabriel Flores,2017-01-23 18:32:39,2017-01-23 18:29:27,2314,0,1,1
532,"3769 Green Tea Drive, Milwaukie WA 97222",140,Gabrielle Edwards,2017-01-23 18:32:39,2017-01-23 18:30:24,2318,0,1,2
533,"5993 Baywood Drive, Colma WA 94014",134,Gabrielle Perez,2017-01-23 18:32:44,2017-01-23 18:29:23,2345,1,1,2
534,"3769 Green Tea Drive, Milwaukie WA 97222",140,Gabrielle Edwards,2017-01-23 18:32:39,2017-01-23 18:30:01,2316,1,1,0
535,"491 Terrapin Court, N. Vancouver WA V7L 4J4",139,Noah Smith,2017-01-23 18:32:40,2017-01-23 18:29:56,2319,1,1,1
536,"6384 Euclid Ave., Yakima WA 98901",138,Dalton White,2017-01-23 18:32:40,2017-01-23 18:30:33,2322,1,1,0
537,"6384 Euclid Ave., Yakima WA 98901",138,Dalton White,2017-01-23 18:32:40,2017-01-23 18:30:28,2323,1,1,2
538,"6384 Euclid Ave., Yakima WA 98901",138,Dalton White,2017-01-23 18:32:40,2017-01-23 18:31:43,2321,1,1,0
539,"6384 Euclid Ave., Yakima WA 98901",138,Dalton White,2017-01-23 18:32:40,2017-01-23 18:30:22,2320,0,1,1
540,"3769 Green Tea Drive, Milwaukie WA 97222",140,Gabrielle Edwards,2017-01-23 18:32:39,2017-01-23 18:29:08,2317,1,1,0
541,"5993 Baywood Drive, Colma WA 94014",134,Gabrielle Perez,2017-01-23 18:32:44,2017-01-23 18:32:36,2346,0,1,0
542,"6648 Choctaw Court, Bury WA PE17",133,Carl Kumar,2017-01-23 18:32:45,2017-01-23 18:29:12,2347,1,1,1
543,"6648 Choctaw Court, Bury WA PE17",133,Carl Kumar,2017-01-23 18:32:45,2017-01-23 18:32:13,2348,1,1,0
544,"9682 Concord, Haney WA V2W 1W2",130,Logan Edwards,2017-01-23 18:32:48,2017-01-23 18:31:38,2366,1,1,0
545,"9682 Concord, Haney WA V2W 1W2",130,Logan Edwards,2017-01-23 18:32:48,2017-01-23 18:31:18,2367,1,1,0
546,"9784 Vine Lane, Burien WA 98168",129,Glenn Gao,2017-01-23 18:32:50,2017-01-23 18:29:31,2373,1,1,1
547,"9784 Vine Lane, Burien WA 98168",129,Glenn Gao,2017-01-23 18:32:50,2017-01-23 18:29:33,2374,1,1,1
548,"9784 Vine Lane, Burien WA 98168",129,Glenn Gao,2017-01-23 18:32:50,2017-01-23 18:31:49,2376,0,1,1
549,"9784 Vine Lane, Burien WA 98168",129,Glenn Gao,2017-01-23 18:32:50,2017-01-23 18:30:20,2375,0,1,1
550,"9784 Vine Lane, Burien WA 98168",129,Glenn Gao,2017-01-23 18:32:50,2017-01-23 18:32:18,2371,1,1,0
551,"9682 Concord, Haney WA V2W 1W2",130,Logan Edwards,2017-01-23 18:32:49,2017-01-23 18:32:17,2369,1,1,2
552,"9784 Vine Lane, Burien WA 98168",129,Glenn Gao,2017-01-23 18:32:50,2017-01-23 18:31:35,2372,0,1,2
553,"71, rue Faubourg St Antoine, Les Ulis WA 91940",128,Sergio Madan,2017-01-23 18:32:51,2017-01-23 18:32:44,2382,1,1,0
554,"71, rue Faubourg St Antoine, Les Ulis WA 91940",128,Sergio Madan,2017-01-23 18:32:52,2017-01-23 18:29:55,2386,1,1,0
555,"71, rue Faubourg St Antoine, Les Ulis WA 91940",128,Sergio Madan,2017-01-23 18:32:51,2017-01-23 18:29:25,2384,1,1,2
556,"71, rue Faubourg St Antoine, Les Ulis WA 91940",128,Sergio Madan,2017-01-23 18:32:52,2017-01-23 18:31:51,2385,1,1,1
557,"71, rue Faubourg St Antoine, Les Ulis WA 91940",128,Sergio Madan,2017-01-23 18:32:51,2017-01-23 18:30:32,2379,1,1,2
558,"71, rue Faubourg St Antoine, Les Ulis WA 91940",128,Sergio Madan,2017-01-23 18:32:51,2017-01-23 18:32:29,2378,1,1,1
559,"71, rue Faubourg St Antoine, Les Ulis WA 91940",128,Sergio Madan,2017-01-23 18:32:51,2017-01-23 18:29:37,2381,0,1,2
560,"9784 Vine Lane, Burien WA 98168",129,Glenn Gao,2017-01-23 18:32:50,2017-01-23 18:31:34,2377,0,1,2
561,"3420 Weber Bryan Pl., York WA YO15",143,Brent Sun,2017-01-23 18:32:38,2017-01-23 18:30:40,2312,1,1,0
562,"9682 Concord, Haney WA V2W 1W2",130,Logan Edwards,2017-01-23 18:32:49,2017-01-23 18:30:43,2370,0,1,2
563,"9682 Concord, Haney WA V2W 1W2",130,Logan Edwards,2017-01-23 18:32:48,2017-01-23 18:30:31,2365,0,1,1
564,"6648 Choctaw Court, Bury WA PE17",133,Carl Kumar,2017-01-23 18:32:45,2017-01-23 18:31:30,2351,1,1,1
565,"6648 Choctaw Court, Bury WA PE17",133,Carl Kumar,2017-01-23 18:32:45,2017-01-23 18:32:38,2349,0,1,2
566,"6648 Choctaw Court, Bury WA PE17",133,Carl Kumar,2017-01-23 18:32:45,2017-01-23 18:32:21,2350,1,1,0
567,"8349 Roxbury Drive, Warrington WA WA1",132,Mario Black,2017-01-23 18:32:46,2017-01-23 18:32:27,2352,1,1,1
568,"8349 Roxbury Drive, Warrington WA WA1",132,Mario Black,2017-01-23 18:32:46,2017-01-23 18:31:01,2357,1,1,0
569,"8349 Roxbury Drive, Warrington WA WA1",132,Mario Black,2017-01-23 18:32:46,2017-01-23 18:32:28,2356,1,1,1
570,"8349 Roxbury Drive, Warrington WA WA1",132,Mario Black,2017-01-23 18:32:46,2017-01-23 18:30:35,2353,0,1,1
571,"9682 Concord, Haney WA V2W 1W2",130,Logan Edwards,2017-01-23 18:32:48,2017-01-23 18:30:32,2364,0,1,0
572,"8349 Roxbury Drive, Warrington WA WA1",132,Mario Black,2017-01-23 18:32:46,2017-01-23 18:31:19,2354,0,1,0
573,"5494 Roslyn Dr., Santa Cruz WA 95062",131,Victoria Hall,2017-01-23 18:32:47,2017-01-23 18:29:26,2359,1,1,2
574,"5494 Roslyn Dr., Santa Cruz WA 95062",131,Victoria Hall,2017-01-23 18:32:47,2017-01-23 18:32:37,2361,0,1,2
575,"5494 Roslyn Dr., Santa Cruz WA 95062",131,Victoria Hall,2017-01-23 18:32:47,2017-01-23 18:31:26,2363,1,1,2
576,"5494 Roslyn Dr., Santa Cruz WA 95062",131,Victoria Hall,2017-01-23 18:32:47,2017-01-23 18:30:44,2362,1,1,0
577,"5494 Roslyn Dr., Santa Cruz WA 95062",131,Victoria Hall,2017-01-23 18:32:47,2017-01-23 18:30:33,2360,0,1,2
578,"5494 Roslyn Dr., Santa Cruz WA 95062",131,Victoria Hall,2017-01-23 18:32:47,2017-01-23 18:31:41,2358,1,1,2
579,"9682 Concord, Haney WA V2W 1W2",130,Logan Edwards,2017-01-23 18:32:48,2017-01-23 18:30:34,2368,0,1,1
580,"8349 Roxbury Drive, Warrington WA WA1",132,Mario Black,2017-01-23 18:32:46,2017-01-23 18:30:59,2355,1,1,0
581,"3420 Weber Bryan Pl., York WA YO15",143,Brent Sun,2017-01-23 18:32:37,2017-01-23 18:31:48,2308,0,1,1
582,"6389 Sandview Dr., Newcastle WA 2300",144,Alejandro Xu,2017-01-23 18:32:36,2017-01-23 18:32:21,2307,1,1,2
583,"6389 Sandview Dr., Newcastle WA 2300",144,Alejandro Xu,2017-01-23 18:32:36,2017-01-23 18:32:22,2300,0,1,0
584,"3824 White Dr, Glendale WA 91203",188,Caleb Hayes,2017-01-23 18:32:27,2017-01-23 18:30:03,2253,0,1,2
585,"3824 White Dr, Glendale WA 91203",188,Caleb Hayes,2017-01-23 18:32:27,2017-01-23 18:31:13,2252,0,1,1
586,"3824 White Dr, Glendale WA 91203",188,Caleb Hayes,2017-01-23 18:32:27,2017-01-23 18:32:26,2254,0,1,2
587,"3824 White Dr, Glendale WA 91203",188,Caleb Hayes,2017-01-23 18:32:27,2017-01-23 18:31:05,2251,1,1,2
588,"3824 White Dr, Glendale WA 91203",188,Caleb Hayes,2017-01-23 18:32:27,2017-01-23 18:29:08,2249,0,1,2
589,"3769 Loma Linda, London WA W1V 5RN",171,Jorge Li,2017-01-23 18:32:28,2017-01-23 18:29:11,2257,0,1,0
590,"3769 Loma Linda, London WA W1V 5RN",171,Jorge Li,2017-01-23 18:32:28,2017-01-23 18:32:23,2258,0,1,2
591,"3824 White Dr, Glendale WA 91203",188,Caleb Hayes,2017-01-23 18:32:27,2017-01-23 18:30:18,2250,0,1,1
592,"3769 Loma Linda, London WA W1V 5RN",171,Jorge Li,2017-01-23 18:32:28,2017-01-23 18:29:08,2255,1,1,2
593,"3769 Loma Linda, London WA W1V 5RN",171,Jorge Li,2017-01-23 18:32:28,2017-01-23 18:28:56,2256,1,1,2
594,"1960 Via Catanzaro, Redmond WA 98052",153,Chloe Patterson,2017-01-23 18:32:28,2017-01-23 18:30:05,2260,0,1,1
595,"1960 Via Catanzaro, Redmond WA 98052",153,Chloe Patterson,2017-01-23 18:32:28,2017-01-23 18:32:01,2261,1,1,1
596,"1861, boulevard Beau Marchais, Chatou WA 78400",152,Jordan Washington,2017-01-23 18:32:29,2017-01-23 18:30:34,2265,1,1,1
597,"1861, boulevard Beau Marchais, Chatou WA 78400",152,Jordan Washington,2017-01-23 18:32:29,2017-01-23 18:29:29,2266,0,1,2
598,"1861, boulevard Beau Marchais, Chatou WA 78400",152,Jordan Washington,2017-01-23 18:32:29,2017-01-23 18:29:48,2263,1,1,0
599,"1861, boulevard Beau Marchais, Chatou WA 78400",152,Jordan Washington,2017-01-23 18:32:29,2017-01-23 18:29:23,2267,0,1,1
600,"3769 Loma Linda, London WA W1V 5RN",171,Jorge Li,2017-01-23 18:32:28,2017-01-23 18:30:04,2259,1,1,2
601,"1861, boulevard Beau Marchais, Chatou WA 78400",152,Jordan Washington,2017-01-23 18:32:29,2017-01-23 18:30:01,2262,0,1,0
602,"3824 White Dr, Glendale WA 91203",188,Caleb Hayes,2017-01-23 18:32:26,2017-01-23 18:31:51,2248,1,1,0
603,"6934 Dos Encinas, Royal Oak WA V8X",234,Thomas Alexander,2017-01-23 18:32:26,2017-01-23 18:31:33,2245,0,1,2
604,"7, rue des Vendangeurs, Tremblay-en-France WA 93290",223,Brandi Sanz,2017-01-23 18:32:23,2017-01-23 18:31:47,2229,1,1,0
605,"4596 Hill Meadow Place, Walla Walla WA 99362",222,David Coleman,2017-01-23 18:32:23,2017-01-23 18:30:00,2231,0,1,2
606,"4596 Hill Meadow Place, Walla Walla WA 99362",222,David Coleman,2017-01-23 18:32:23,2017-01-23 18:30:44,2232,0,1,2
607,"4596 Hill Meadow Place, Walla Walla WA 99362",222,David Coleman,2017-01-23 18:32:24,2017-01-23 18:32:15,2233,1,1,0
608,"2959 Freda Drive, Hawthorne WA 4171",221,Roy Alvarez,2017-01-23 18:32:24,2017-01-23 18:31:15,2237,1,1,0
609,"2959 Freda Drive, Hawthorne WA 4171",221,Roy Alvarez,2017-01-23 18:32:24,2017-01-23 18:29:26,2235,1,1,0
610,"2959 Freda Drive, Hawthorne WA 4171",221,Roy Alvarez,2017-01-23 18:32:24,2017-01-23 18:29:51,2238,0,1,0
611,"6934 Dos Encinas, Royal Oak WA V8X",234,Thomas Alexander,2017-01-23 18:32:26,2017-01-23 18:31:47,2243,1,1,0
612,"2959 Freda Drive, Hawthorne WA 4171",221,Roy Alvarez,2017-01-23 18:32:24,2017-01-23 18:31:15,2236,1,1,1
613,"1271 Yosemite Circle, Spokane WA 99202",189,Mariah Washington,2017-01-23 18:32:25,2017-01-23 18:29:56,2241,0,1,2
614,"1271 Yosemite Circle, Spokane WA 99202",189,Mariah Washington,2017-01-23 18:32:25,2017-01-23 18:30:54,2240,0,1,0
615,"1271 Yosemite Circle, Spokane WA 99202",189,Mariah Washington,2017-01-23 18:32:25,2017-01-23 18:31:20,2239,1,1,0
616,"6934 Dos Encinas, Royal Oak WA V8X",234,Thomas Alexander,2017-01-23 18:32:26,2017-01-23 18:30:49,2246,1,1,2
617,"6934 Dos Encinas, Royal Oak WA V8X",234,Thomas Alexander,2017-01-23 18:32:26,2017-01-23 18:30:55,2247,0,1,2
618,"6934 Dos Encinas, Royal Oak WA V8X",234,Thomas Alexander,2017-01-23 18:32:26,2017-01-23 18:31:30,2244,1,1,0
619,"6934 Dos Encinas, Royal Oak WA V8X",234,Thomas Alexander,2017-01-23 18:32:25,2017-01-23 18:29:08,2242,1,1,2
620,"2959 Freda Drive, Hawthorne WA 4171",221,Roy Alvarez,2017-01-23 18:32:24,2017-01-23 18:30:09,2234,0,1,1
621,"71, rue Faubourg St Antoine, Les Ulis WA 91940",128,Sergio Madan,2017-01-23 18:32:51,2017-01-23 18:32:05,2383,0,1,2
622,"1861, boulevard Beau Marchais, Chatou WA 78400",152,Jordan Washington,2017-01-23 18:32:29,2017-01-23 18:29:11,2264,0,1,1
623,"1826 Corte Del Sol, Metchosin WA V9",147,Joshua Martin,2017-01-23 18:32:34,2017-01-23 18:31:04,2290,0,1,2
624,"4426 Tanager Road, Beaverton WA 97005",146,Victoria Lewis,2017-01-23 18:32:35,2017-01-23 18:29:01,2295,0,1,1
625,"4426 Tanager Road, Beaverton WA 97005",146,Victoria Lewis,2017-01-23 18:32:34,2017-01-23 18:32:03,2292,0,1,2
626,"4426 Tanager Road, Beaverton WA 97005",146,Victoria Lewis,2017-01-23 18:32:35,2017-01-23 18:30:21,2296,0,1,0
627,"4426 Tanager Road, Beaverton WA 97005",146,Victoria Lewis,2017-01-23 18:32:35,2017-01-23 18:29:52,2294,0,1,0
628,"4426 Tanager Road, Beaverton WA 97005",146,Victoria Lewis,2017-01-23 18:32:35,2017-01-23 18:29:11,2297,1,1,2
629,"4426 Tanager Road, Beaverton WA 97005",146,Victoria Lewis,2017-01-23 18:32:34,2017-01-23 18:30:10,2291,0,1,0
630,"1826 Corte Del Sol, Metchosin WA V9",147,Joshua Martin,2017-01-23 18:32:33,2017-01-23 18:31:20,2286,0,1,0
631,"4426 Tanager Road, Beaverton WA 97005",146,Victoria Lewis,2017-01-23 18:32:34,2017-01-23 18:32:34,2293,0,1,1
632,"6389 Sandview Dr., Newcastle WA 2300",144,Alejandro Xu,2017-01-23 18:32:36,2017-01-23 18:32:13,2303,1,1,1
633,"6389 Sandview Dr., Newcastle WA 2300",144,Alejandro Xu,2017-01-23 18:32:36,2017-01-23 18:29:46,2299,1,1,2
634,"6389 Sandview Dr., Newcastle WA 2300",144,Alejandro Xu,2017-01-23 18:32:36,2017-01-23 18:32:10,2305,0,1,1
635,"6389 Sandview Dr., Newcastle WA 2300",144,Alejandro Xu,2017-01-23 18:32:36,2017-01-23 18:31:19,2306,1,1,0
636,"6389 Sandview Dr., Newcastle WA 2300",144,Alejandro Xu,2017-01-23 18:32:36,2017-01-23 18:32:12,2304,0,1,2
637,"6389 Sandview Dr., Newcastle WA 2300",144,Alejandro Xu,2017-01-23 18:32:36,2017-01-23 18:29:28,2301,0,1,1
638,"6389 Sandview Dr., Newcastle WA 2300",144,Alejandro Xu,2017-01-23 18:32:36,2017-01-23 18:32:11,2302,1,1,1
639,"5452 Corte Gilberto, Kirkby WA KB9",145,Arturo Zhu,2017-01-23 18:32:36,2017-01-23 18:32:22,2298,0,1,2
640,"1826 Corte Del Sol, Metchosin WA V9",147,Joshua Martin,2017-01-23 18:32:33,2017-01-23 18:32:18,2287,1,1,1
641,"1826 Corte Del Sol, Metchosin WA V9",147,Joshua Martin,2017-01-23 18:32:33,2017-01-23 18:31:34,2288,0,1,2
642,"1826 Corte Del Sol, Metchosin WA V9",147,Joshua Martin,2017-01-23 18:32:34,2017-01-23 18:29:29,2289,1,1,0
643,"7, rue des Vendangeurs, Tremblay-en-France WA 93290",223,Brandi Sanz,2017-01-23 18:32:23,2017-01-23 18:30:14,2230,0,1,2
644,"71, rue Faubourg St Antoine, Les Ulis WA 91940",128,Sergio Madan,2017-01-23 18:32:51,2017-01-23 18:31:39,2380,0,1,2
645,"4426 Tanager Road, Milsons Point WA 2061",127,Rebekah Arthur,2017-01-23 18:32:53,2017-01-23 18:32:26,2389,1,1,0
646,"3936 Diablo View Road, Coronado WA 92118",169,Jaclyn Liang,2017-01-23 18:33:13,2017-01-23 18:32:50,2488,1,1,1
647,"3936 Diablo View Road, Coronado WA 92118",169,Jaclyn Liang,2017-01-23 18:33:13,2017-01-23 18:30:37,2492,1,1,2
648,"3936 Diablo View Road, Coronado WA 92118",169,Jaclyn Liang,2017-01-23 18:33:13,2017-01-23 18:29:45,2491,0,1,2
649,"3936 Diablo View Road, Coronado WA 92118",169,Jaclyn Liang,2017-01-23 18:33:13,2017-01-23 18:30:48,2489,1,1,2
650,"3936 Diablo View Road, Coronado WA 92118",169,Jaclyn Liang,2017-01-23 18:33:13,2017-01-23 18:32:39,2490,0,1,0
651,"1065 Coachman Pl., Burien WA 98168",168,Omar Chande,2017-01-23 18:33:14,2017-01-23 18:31:28,2495,0,1,1
652,"1065 Coachman Pl., Burien WA 98168",168,Omar Chande,2017-01-23 18:33:14,2017-01-23 18:31:27,2496,0,1,0
653,"1065 Coachman Pl., Burien WA 98168",168,Omar Chande,2017-01-23 18:33:14,2017-01-23 18:31:37,2494,0,1,1
654,"2309 Mt. Olivet Ct., Portland WA 97205",167,Alex Richardson,2017-01-23 18:33:15,2017-01-23 18:29:51,2503,1,1,1
655,"2309 Mt. Olivet Ct., Portland WA 97205",167,Alex Richardson,2017-01-23 18:33:15,2017-01-23 18:30:05,2501,0,1,2
656,"2309 Mt. Olivet Ct., Portland WA 97205",167,Alex Richardson,2017-01-23 18:33:15,2017-01-23 18:31:15,2498,1,1,1
657,"2309 Mt. Olivet Ct., Portland WA 97205",167,Alex Richardson,2017-01-23 18:33:15,2017-01-23 18:31:28,2502,1,1,2
658,"2309 Mt. Olivet Ct., Portland WA 97205",167,Alex Richardson,2017-01-23 18:33:15,2017-01-23 18:32:07,2497,0,1,0
659,"2309 Mt. Olivet Ct., Portland WA 97205",167,Alex Richardson,2017-01-23 18:33:15,2017-01-23 18:31:15,2499,1,1,0
660,"2309 Mt. Olivet Ct., Portland WA 97205",167,Alex Richardson,2017-01-23 18:33:15,2017-01-23 18:31:49,2500,0,1,0
661,"3936 Diablo View Road, Coronado WA 92118",169,Jaclyn Liang,2017-01-23 18:33:14,2017-01-23 18:32:46,2493,0,1,0
662,"7503 Sheffield Place, Shawnee WA V9B 2C3",170,Vanessa Powell,2017-01-23 18:33:12,2017-01-23 18:31:46,2487,1,1,0
663,"7503 Sheffield Place, Shawnee WA V9B 2C3",170,Vanessa Powell,2017-01-23 18:33:12,2017-01-23 18:32:13,2485,1,1,2
664,"7503 Sheffield Place, Shawnee WA V9B 2C3",170,Vanessa Powell,2017-01-23 18:33:12,2017-01-23 18:29:58,2486,0,1,1
665,"9233 Del Rey St., London WA W1N 9FA",173,Carl Xie,2017-01-23 18:33:09,2017-01-23 18:31:15,2467,0,1,1
666,"9233 Del Rey St., London WA W1N 9FA",173,Carl Xie,2017-01-23 18:33:09,2017-01-23 18:31:36,2469,0,1,1
667,"9430 La Vista Avenue, Port Macquarie WA 2444",186,Alfredo Gomez,2017-01-23 18:33:10,2017-01-23 18:30:17,2474,0,1,0
